"","destination","series","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Anguilla","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia, Plurinational State of","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Chile","China","Colombia","Comoros","Congo, Democratic Republic of the","Congo","Cook Islands","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Fiji","Finland","France","French Polynesia","Gabon","Gambia","Georgia","Germany","Ghana","Greece","Grenada","Guadeloupe","Guam","Guatemala","Guinea-Bissau","Guinea","Guyana","Haiti","Honduras","Hong Kong, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Republic of","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Democratic Peoples Republic of","Korea, Republic of","Kuwait","Kyrgyzstan","Lao People's Democratic Republic","Latvia","Lebanon","Lesotho","Liberia","Libyan Arab Jamahiriya","Liechtenstein","Lithuania","Luxembourg","Macao, China","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Martinique","Mauritania","Mauritius","Mexico","Micronesia (Federated States Of)","Moldova, Republic of","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Myanmar","Namibia","Nauru","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Niue","North Macedonia","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Palestine, State of","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Saint Lucia","Samoa","San Marino","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Taiwan, Province of China","Tajikistan","Thailand","Timor-Leste","Togo","Tonga","Tunisia","Turkey","Turkmenistan","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States Virgin Islands","United States of America","Uruguay","Uzbekistan","Vanuatu","Venezuela, Bolivarian Republic of","Viet Nam","Yemen","Zambia","Zimbabwe"
"145","Seychelles","TFR","1","2","3","4","1","4","3","4","1","3","2","3","3","1","1","4","1","2","4","4","3","1","3","2","1","4","4","2","3","1","2","1","3","2","3","1","2","2","4","2","3","2","1","3","4","2","2","1","2","4","1","2","4","4","2","2","4","4","1","1","2","1","3","4","1","1","3","4","3","4","1","1","2","4","3","3","1","2","1","4","2","1","1","1","4","2","2","1","2","3","4","3","1","2","2","3","4","3","2","3","4","2","1","2","3","1","1","2","3","2","4","2","4","1","4","1","2","2","3","2","4","4","3","1","2","3","1","2","3","1","4","3","3","4","3","2","1","2","3","1","4","4","2","3","1","3","3","4","4","1","3","1","1","4","1","3","1","2","1","1","1","2","4","2","3","3","1","1","4","2","4","1","1","3","3","2","1","1","2","1","3","3","4","4","3","4","2","4","2","2","4","1","4","4","3","3","3","4","4","3","4","3","3","3","3","3","2","2"
"146","Sierra Leone","TFR","1","2","2","2","2","1","3","3","3","1","1","4","3","1","4","3","2","4","3","2","4","3","2","1","4","1","2","1","4","3","4","4","4","3","2","2","2","1","1","3","1","1","1","4","4","1","1","2","3","2","2","3","2","3","1","4","1","1","3","4","2","3","2","4","4","4","4","3","1","3","2","4","4","4","2","2","4","2","2","4","4","4","3","1","2","3","4","3","2","4","3","2","2","4","2","2","2","4","4","1","1","3","1","3","1","4","4","2","1","2","4","1","2","4","1","4","2","2","3","3","2","3","4","4","4","3","4","1","1","3","4","1","4","1","4","1","2","1","3","1","2","1","3","4","2","3","4","3","4","3","4","1","4","1","1","4","3","3","4","1","2","3","2","3","3","1","1","1","1","1","3","4","1","2","1","1","3","1","2","3","3","2","1","2","1","3","4","4","2","4","4","3","1","3","4","2","1","3","3","4","1","4","4","2","2","4","3","2"
"147","Singapore","VFR","1","4","1","4","1","3","3","1","1","1","2","4","1","1","2","2","3","4","2","1","2","2","2","4","3","4","2","2","2","1","2","4","1","4","1","3","4","4","3","3","3","2","2","4","4","3","2","3","3","4","3","4","2","1","4","2","1","4","1","2","1","2","4","2","1","1","2","3","3","1","3","1","4","3","3","3","2","1","2","4","4","1","3","4","1","4","2","4","1","1","1","2","3","3","1","4","3","2","2","2","2","1","3","4","4","1","3","3","1","1","3","1","1","3","4","1","1","4","2","2","4","1","2","3","3","2","3","4","3","3","4","3","1","4","3","3","2","2","2","4","2","2","4","3","3","1","2","3","4","2","3","2","3","3","3","2","2","2","3","1","2","2","3","1","4","3","4","4","2","4","1","2","2","1","1","1","4","1","3","4","2","3","1","1","1","4","4","1","4","3","2","3","1","1","3","4","2","2","2","1","2","2","2","2","4","4","2","2"
"148","Sint Maarten (Dutch part)","TFN","2","1","2","1","2","1","3","4","4","3","2","2","3","2","1","3","2","4","3","4","3","1","2","3","3","3","4","3","3","2","2","1","3","3","3","4","2","3","2","1","1","2","2","2","1","4","4","2","4","2","4","1","1","2","1","3","3","3","4","4","3","2","3","3","2","1","1","4","3","1","3","3","2","1","4","2","4","1","2","1","3","2","2","2","3","4","3","4","4","2","1","3","3","2","4","1","3","1","4","4","4","4","2","3","3","2","3","2","3","4","2","4","3","1","1","4","2","2","4","4","2","4","3","1","1","4","1","2","3","4","3","2","2","1","2","2","4","3","2","2","4","1","3","1","1","1","1","4","1","1","2","2","4","3","4","3","4","4","1","3","1","4","3","3","2","2","1","1","4","1","4","3","4","1","1","4","1","2","2","4","1","3","1","4","4","3","2","2","2","2","3","1","2","3","3","1","4","2","1","4","3","1","2","3","3","3","1","2"
"149","Slovakia","TCEN","4","2","3","1","2","2","3","3","3","1","3","2","4","4","2","4","4","3","1","1","3","2","4","1","2","2","1","2","3","4","1","2","1","4","1","1","3","2","4","1","3","3","4","1","4","4","3","2","2","2","3","2","1","4","3","1","2","4","1","1","1","1","3","1","2","3","3","1","2","2","3","2","2","3","3","1","1","2","4","2","1","3","3","3","1","3","4","2","4","1","2","4","2","1","1","3","2","1","2","2","2","1","2","3","1","3","2","3","1","4","2","3","2","2","1","4","1","3","4","2","3","4","4","2","3","4","3","3","4","4","3","3","1","2","4","4","1","4","4","2","1","2","2","3","2","1","4","2","2","3","3","4","3","1","4","2","2","2","2","2","3","3","1","2","3","3","4","1","2","1","4","2","2","1","1","4","3","1","1","1","3","4","4","3","3","3","3","1","2","2","1","2","2","1","2","1","2","1","4","2","4","2","4","4","1","3","4","1"
"150","Slovenia","THSN","3","4","4","4","1","4","4","1","2","3","1","3","1","3","3","4","4","3","2","3","2","2","3","3","1","1","3","3","4","2","4","2","2","3","3","3","1","3","4","1","4","2","4","1","1","3","2","2","1","3","2","3","3","1","2","1","1","4","3","2","1","1","1","4","1","3","4","3","1","4","3","3","1","4","3","4","1","2","3","4","1","4","1","1","1","2","4","3","1","1","1","4","4","1","2","4","3","1","3","2","3","3","1","3","4","3","3","1","3","1","1","4","1","1","3","1","2","4","3","4","3","4","2","1","1","4","2","1","1","3","3","3","4","2","2","4","4","2","1","2","1","4","1","4","4","1","1","3","3","3","2","3","1","4","1","4","4","3","2","1","1","2","2","2","3","2","2","3","2","2","2","4","1","2","2","4","4","4","3","4","4","3","1","2","1","4","1","2","2","2","3","2","3","1","1","4","3","3","3","1","3","3","3","3","1","3","3","3"
"151","Solomon Islands","TFR","4","3","4","2","3","1","1","4","4","1","1","2","1","3","3","4","3","4","1","4","4","3","3","3","4","3","3","4","3","1","2","3","2","1","3","1","4","4","4","1","1","4","1","2","3","4","2","3","1","4","3","1","3","1","3","2","1","4","1","4","1","2","1","4","2","4","1","1","3","3","3","1","3","3","1","4","4","4","2","1","1","4","3","3","2","3","4","1","1","1","4","4","3","1","3","2","4","2","4","3","4","4","1","3","4","3","3","4","3","2","3","1","3","3","4","2","2","1","1","3","3","1","2","3","1","4","2","2","1","3","2","1","3","2","4","4","3","1","3","1","1","3","3","3","3","2","2","1","2","3","1","3","2","2","4","2","3","3","2","3","2","1","1","4","2","3","4","4","4","2","1","3","4","3","3","1","1","4","4","2","2","1","1","4","4","3","1","2","4","2","3","3","3","1","2","1","2","1","4","2","2","4","3","4","4","3","3","2"
"152","South Africa","VFR","4","3","2","3","3","1","1","1","3","3","3","4","3","4","2","4","3","1","4","3","2","3","3","3","3","2","3","1","4","4","4","1","1","4","1","1","3","1","2","4","3","4","3","4","3","2","1","3","1","3","3","4","3","3","1","1","1","2","2","1","1","2","2","3","1","2","4","4","3","2","1","2","3","3","1","2","3","4","2","1","4","1","4","3","1","4","3","2","4","2","1","4","2","4","4","1","4","3","2","1","3","2","3","3","4","2","1","4","4","2","4","3","4","3","4","1","4","3","4","2","1","2","2","3","3","2","4","3","1","1","1","1","3","4","3","4","1","1","3","1","4","4","2","1","3","1","3","1","2","1","4","1","2","3","2","1","2","3","3","1","3","2","1","3","2","4","4","3","3","4","3","2","4","1","4","1","2","4","4","1","2","2","3","1","4","3","2","3","3","1","3","1","2","1","4","2","3","4","2","4","2","1","4","3","4","3","2","1"
"153","Spain","THSR","4","3","4","4","2","4","2","1","1","1","3","2","1","4","4","2","2","3","3","3","2","1","2","4","4","4","4","2","1","2","2","4","3","3","1","1","2","4","1","3","3","2","2","4","4","1","4","4","4","4","1","1","3","2","2","1","3","3","4","3","1","1","3","1","3","4","4","4","4","4","2","2","3","4","1","3","3","1","4","4","3","2","2","1","1","4","4","3","1","3","3","1","3","3","3","3","4","4","3","2","2","4","3","3","4","1","3","1","2","2","3","1","1","2","1","3","4","4","2","2","1","1","3","4","2","4","1","4","3","3","1","2","1","3","3","3","4","3","4","4","3","3","2","2","3","2","4","4","1","2","3","4","3","3","1","1","3","3","1","1","2","1","4","3","4","4","1","4","3","2","3","4","4","3","4","4","4","4","2","2","1","4","2","2","3","4","3","4","4","4","1","3","1","3","1","3","1","2","2","4","4","3","4","3","4","1","3","2"
"154","Sri Lanka","TFR","4","4","4","4","3","2","3","3","4","3","3","2","3","4","1","3","4","4","2","4","2","4","3","1","1","3","4","1","4","2","1","2","3","1","3","4","1","3","2","1","1","1","4","3","4","1","1","4","1","4","3","3","3","4","2","1","4","3","1","2","1","2","4","3","4","1","4","2","2","4","3","4","2","4","3","4","1","3","4","1","2","1","3","3","4","2","4","4","4","4","1","1","2","3","4","4","2","1","1","4","1","1","1","2","4","2","1","1","1","3","2","4","3","1","1","2","2","2","3","3","4","4","2","3","3","1","4","1","4","1","3","4","3","4","3","4","1","3","3","1","4","4","3","4","3","2","4","4","4","1","3","4","1","2","2","2","2","4","2","4","3","1","2","3","1","2","4","2","3","3","1","2","3","3","1","1","1","1","1","4","2","2","1","2","1","2","1","4","3","1","3","4","4","4","2","3","2","3","2","3","1","1","4","2","2","3","3","4"
"155","Sweden","THSR","2","1","3","1","2","1","4","3","2","1","4","2","3","4","4","4","1","3","1","2","1","2","3","4","1","4","4","4","4","1","4","1","4","4","2","3","2","4","3","3","1","4","1","2","1","2","3","2","4","4","3","4","2","3","4","3","3","4","1","4","2","4","1","4","2","4","1","1","3","3","1","1","3","3","4","4","1","2","1","1","4","3","3","1","2","1","3","2","4","3","3","1","1","3","2","3","1","1","1","1","2","3","2","2","2","2","1","4","1","3","3","1","1","2","1","4","4","1","4","3","4","4","3","3","2","1","4","3","1","2","4","1","2","1","1","3","2","1","2","1","4","2","2","4","4","3","3","2","4","2","4","3","2","1","3","4","2","2","1","2","1","4","4","4","2","1","2","4","2","2","1","3","2","3","1","2","1","3","3","4","4","3","4","3","2","1","2","1","1","3","1","3","4","4","3","1","2","3","3","1","4","1","2","2","1","3","4","1"
"156","Switzerland","THSR","4","3","2","4","4","3","3","2","2","3","4","1","3","1","1","3","4","3","3","3","4","3","1","2","3","4","1","4","1","4","3","4","2","1","3","1","1","4","4","1","4","1","2","3","4","1","2","3","2","2","3","3","2","1","1","3","1","3","1","3","4","4","3","4","2","3","1","3","3","1","3","4","3","1","3","3","4","3","4","1","3","1","2","3","3","3","1","4","1","3","4","1","3","1","4","1","2","2","2","3","2","3","2","1","3","4","4","4","1","1","3","2","1","3","2","1","1","1","4","4","3","1","2","4","1","3","4","2","2","1","3","3","4","4","3","4","1","4","2","3","3","1","1","2","1","3","1","3","3","4","3","3","3","1","2","3","4","3","2","2","4","2","1","3","3","4","2","4","1","1","4","2","3","2","4","1","2","3","3","1","1","3","3","3","1","4","3","2","2","4","4","3","1","4","1","3","2","2","4","4","3","3","2","4","3","2","3","4"
"157","Syrian Arab Republic","VFN","3","3","3","4","4","1","2","3","1","4","4","1","4","1","4","3","3","2","4","1","3","4","4","1","1","4","2","2","1","4","1","4","3","4","3","2","1","1","4","2","3","4","3","3","3","3","2","1","2","3","4","1","2","4","2","4","3","3","3","4","2","3","2","2","4","1","2","1","4","2","4","2","2","3","1","2","3","4","1","4","4","3","4","2","3","3","1","3","2","2","3","2","4","4","1","4","4","4","1","4","1","3","3","3","3","2","4","3","1","2","1","3","4","1","3","4","1","4","2","3","2","2","2","4","4","3","3","4","4","3","3","2","1","2","2","2","3","3","1","2","2","1","3","4","1","3","4","3","1","3","4","4","1","4","4","4","2","3","3","3","1","2","1","2","3","3","4","4","2","4","1","2","1","1","3","4","1","1","2","2","2","2","3","3","3","4","3","2","1","3","4","4","2","3","1","2","1","4","3","1","3","1","4","1","3","1","1","2"
"158","Taiwan, Province of China","VFR","4","4","1","4","1","3","1","2","3","2","2","4","2","4","2","4","4","4","3","1","4","3","4","1","1","2","1","1","1","4","4","4","3","2","3","4","3","4","4","3","4","3","4","2","3","4","2","3","3","1","4","3","2","2","3","1","3","1","3","4","1","2","3","4","1","3","4","2","2","4","3","3","1","3","4","2","3","1","2","4","1","3","4","1","4","1","4","2","2","2","1","2","1","2","3","4","4","1","1","1","4","4","3","1","1","1","3","2","1","2","3","4","3","1","3","4","2","2","2","3","2","4","2","1","2","2","4","4","1","1","2","2","1","1","4","2","4","2","2","2","4","4","4","2","3","2","2","4","2","3","2","2","3","2","3","1","3","2","2","1","1","1","2","4","3","4","1","2","1","3","4","2","4","3","1","2","4","4","2","2","2","3","2","1","4","1","3","2","2","3","4","1","2","4","3","1","2","4","1","1","4","1","1","4","1","3","3","4"
"159","Tajikistan","VFR","4","1","2","2","1","4","2","4","4","4","2","1","3","1","3","1","2","2","1","3","4","4","1","4","4","2","2","1","1","3","2","2","1","1","1","2","2","3","3","1","3","2","2","3","1","2","2","3","4","2","2","3","2","3","3","1","1","3","2","1","1","2","3","4","1","3","2","1","2","4","3","1","4","3","1","4","4","1","4","2","3","3","4","1","3","3","1","3","1","1","3","1","4","4","2","3","4","3","2","2","3","2","1","3","2","1","3","3","4","4","2","4","1","3","4","2","4","1","4","4","2","4","1","2","3","2","3","4","1","3","1","1","2","1","2","3","2","1","2","2","1","1","1","4","1","1","2","1","2","3","4","2","4","4","3","1","2","2","3","1","2","2","3","2","4","1","1","2","2","3","4","3","2","1","1","4","3","4","4","1","4","4","4","4","4","2","4","2","4","1","2","1","3","1","4","4","4","2","1","1","3","1","3","2","3","2","1","1"
"160","Tanzania, United Republic of","VFR","4","2","2","2","1","4","4","4","2","4","4","1","1","3","1","2","4","2","1","3","4","1","3","3","2","4","2","4","2","3","3","1","3","3","4","3","2","4","3","2","4","4","2","2","3","3","4","2","4","3","2","2","2","2","3","4","4","4","2","4","2","4","4","3","4","4","2","3","2","1","2","2","4","2","4","1","2","3","2","3","3","1","2","3","3","1","4","4","3","4","1","2","3","4","1","1","2","1","2","4","2","2","3","2","1","4","3","1","4","3","1","2","1","4","3","2","3","2","1","2","3","4","2","1","2","1","1","3","2","2","2","3","4","1","4","3","3","2","2","1","3","4","2","2","2","1","3","1","4","2","3","3","4","4","3","3","3","2","4","4","2","1","2","3","4","3","3","4","4","1","4","1","1","3","2","4","2","3","2","2","4","3","3","4","2","3","2","4","2","2","4","1","1","2","1","3","1","2","2","1","3","3","2","4","2","3","3","1"
"161","Thailand","THSN","3","4","2","1","3","3","4","2","2","2","2","2","4","3","4","2","3","4","2","4","1","3","1","2","4","4","4","3","4","2","4","1","2","2","4","3","3","3","2","2","2","1","1","1","2","1","4","4","4","1","2","4","1","2","1","2","1","4","1","1","2","2","3","1","3","1","4","4","4","1","1","1","4","1","3","1","1","1","2","3","1","3","3","2","1","4","2","3","1","4","3","4","3","4","2","4","3","1","2","3","4","2","1","4","3","1","3","3","2","4","2","1","1","4","2","1","2","1","1","1","2","3","1","2","3","3","3","4","1","3","1","4","3","2","2","2","4","1","1","4","3","2","4","3","4","3","4","3","3","2","1","3","4","4","4","4","4","3","2","4","1","2","2","1","2","1","3","1","2","2","4","1","1","4","2","1","2","4","3","3","4","1","4","2","4","2","4","1","1","2","3","3","1","4","4","1","2","2","3","3","2","3","1","3","2","1","1","1"
"162","Timor-Leste","TFR","4","4","2","2","4","1","4","2","2","2","1","1","2","4","1","1","2","4","1","3","1","1","3","4","2","4","3","2","1","2","2","4","4","1","1","3","1","3","4","2","3","2","1","4","4","1","4","4","3","3","2","1","2","1","3","1","1","1","2","1","3","3","4","3","4","3","4","1","2","2","1","2","4","3","1","3","4","3","4","2","2","3","1","2","4","4","3","3","3","2","1","2","3","4","4","2","3","3","3","1","3","1","1","3","3","1","1","3","1","3","3","1","4","4","1","2","3","1","1","2","1","2","2","3","3","3","1","1","2","1","1","1","3","2","3","1","4","1","3","1","3","4","3","1","4","2","1","1","3","1","4","1","3","2","3","3","4","1","2","4","1","4","4","2","3","1","3","3","2","4","2","1","3","4","1","4","3","2","1","3","2","1","3","1","1","1","4","4","3","4","4","3","4","2","3","4","4","1","1","3","2","2","2","2","1","2","4","1"
"163","Togo","THSR","3","1","1","1","4","3","1","4","1","4","2","1","3","3","2","2","4","1","2","1","1","4","1","2","2","2","1","4","3","2","4","3","3","3","1","4","3","1","3","2","3","2","1","1","4","2","2","4","4","2","2","1","1","4","3","2","3","2","3","2","2","4","4","3","2","3","1","1","3","1","4","3","3","1","2","4","1","2","4","4","2","1","3","1","4","1","3","3","1","4","3","2","4","3","2","4","2","2","4","3","2","2","4","2","4","1","1","2","1","2","1","2","1","2","4","2","1","3","3","2","4","3","3","3","3","1","3","3","1","1","1","1","2","1","4","2","4","1","2","3","3","2","3","2","2","2","3","3","1","3","1","2","2","1","2","1","3","1","3","4","4","2","2","3","4","4","1","2","3","2","3","4","1","4","4","4","2","4","1","4","1","2","3","2","1","1","4","4","1","2","2","1","4","4","1","1","2","3","3","2","1","1","2","2","1","2","1","2"
"164","Tonga","TFR","4","2","3","2","4","1","1","1","3","4","4","3","2","4","2","1","4","4","2","3","4","1","3","4","4","3","4","3","2","3","4","2","1","1","1","1","4","2","1","1","4","3","1","4","1","3","1","3","4","2","4","2","3","1","2","2","2","2","3","2","1","2","1","3","1","1","1","2","4","3","1","2","4","3","4","4","2","2","4","3","2","4","2","1","4","1","1","3","3","4","3","1","2","2","1","2","3","1","2","1","3","4","1","1","4","2","1","1","2","1","4","2","2","4","3","1","3","3","1","3","2","1","3","3","1","2","1","1","2","2","2","4","1","4","4","1","2","4","3","2","4","4","3","4","3","4","3","3","1","3","2","4","1","3","4","4","4","3","1","3","2","4","3","2","3","1","3","1","3","2","2","3","2","2","1","3","1","1","3","2","3","4","2","2","3","1","1","1","1","3","3","1","4","4","3","1","2","1","4","1","2","4","1","4","3","4","1","1"
"165","Trinidad and Tobago","TFN","1","4","4","2","2","3","1","2","4","2","4","2","2","1","3","1","2","2","1","1","3","4","1","1","4","1","2","2","2","1","1","4","1","1","1","4","4","3","4","3","4","1","1","4","2","2","2","3","2","3","3","1","4","4","1","3","2","3","1","1","2","4","3","3","1","4","1","2","1","3","2","1","2","4","4","1","4","3","3","1","1","2","1","2","2","1","2","3","1","4","2","1","3","3","4","1","4","1","4","3","2","4","2","3","2","3","4","4","1","1","4","2","1","1","1","2","3","1","4","3","1","1","1","2","1","2","1","2","2","1","1","1","4","3","3","3","1","4","2","3","2","4","3","2","2","2","4","4","2","2","2","2","2","2","3","4","2","3","4","4","3","1","4","2","4","3","4","3","1","1","3","4","3","1","3","2","3","2","3","2","3","1","3","2","3","4","1","3","1","4","4","4","2","4","2","1","2","4","2","3","3","1","1","4","4","1","4","2"
"166","Tunisia","THSN","4","4","2","1","4","1","1","4","1","1","3","3","3","4","3","1","3","1","2","4","3","4","2","4","3","4","2","1","1","2","4","2","4","3","3","2","4","4","3","1","2","1","3","1","1","3","3","1","1","4","2","1","4","2","1","4","3","1","2","4","3","4","1","1","1","2","2","4","3","3","3","3","2","2","3","2","3","1","3","3","2","1","1","3","2","2","2","4","3","4","1","1","4","3","1","3","4","2","4","3","4","1","1","1","3","1","1","1","4","4","4","3","4","3","2","2","1","4","4","3","1","2","3","1","1","1","4","1","3","1","3","4","3","1","1","3","2","3","1","2","4","1","2","2","1","3","4","2","1","2","4","3","2","3","3","4","1","3","3","2","2","4","1","2","4","3","3","3","2","1","1","2","2","4","3","4","1","2","4","1","4","2","2","1","1","3","1","1","3","2","4","4","4","4","3","3","3","2","3","4","1","3","4","3","2","1","2","2"
"167","Turks and Caicos Islands","TFR","3","2","2","2","3","3","1","4","1","2","1","3","2","1","4","1","3","4","3","4","2","4","2","4","2","2","2","3","1","4","3","2","4","2","3","1","4","2","3","4","4","2","1","2","3","1","3","4","4","2","2","2","3","3","4","3","2","4","3","2","2","3","4","2","2","2","3","1","2","4","3","3","4","1","2","1","3","1","3","4","2","2","2","3","1","4","1","2","2","2","2","1","3","4","3","4","3","1","4","3","4","1","1","3","4","3","4","4","1","3","2","2","4","4","3","2","3","3","2","4","1","2","4","3","4","3","3","1","4","4","2","4","3","1","1","4","4","1","2","4","4","1","4","4","1","2","3","3","1","1","4","1","4","1","3","4","1","1","2","4","4","1","3","1","3","2","2","1","4","2","1","4","3","4","1","1","3","3","1","1","3","4","3","3","3","1","3","4","3","3","3","1","2","3","2","3","1","1","1","3","3","2","1","1","3","2","1","3"
"168","Tuvalu","TFN","3","2","3","3","1","4","2","3","2","2","2","1","3","2","3","4","4","3","4","2","1","3","2","3","3","2","4","4","2","4","4","2","3","3","2","1","2","2","4","1","3","2","4","4","1","2","1","2","3","4","1","2","3","4","2","2","4","3","4","1","1","1","1","2","4","4","1","3","3","2","1","1","4","1","3","3","2","4","2","3","4","4","1","4","1","2","3","3","1","3","3","3","2","1","1","2","4","4","2","2","4","3","1","2","2","1","2","2","3","4","3","3","2","3","2","1","2","2","3","2","1","1","4","4","3","4","2","2","4","2","1","1","4","1","4","2","1","4","3","1","2","4","2","4","1","2","2","1","1","2","3","3","3","2","2","1","1","1","3","2","3","3","1","2","1","2","3","2","3","2","3","4","2","3","3","3","3","2","1","3","1","2","4","3","3","1","2","3","4","3","2","2","3","1","4","2","4","3","3","2","1","1","3","4","2","4","2","3"
"169","Ukraine","TFR","2","2","1","4","3","3","3","3","1","4","1","1","4","3","4","3","1","2","1","3","3","2","3","2","4","3","3","3","1","3","3","3","2","3","3","2","1","2","4","1","2","1","1","2","3","2","1","1","4","4","2","4","2","1","3","2","3","3","2","1","1","1","3","2","3","4","4","4","3","3","3","1","4","1","4","1","4","1","2","2","4","3","1","1","2","2","3","3","1","2","3","1","3","4","2","3","3","3","1","1","4","3","2","1","2","1","3","3","2","3","4","1","1","3","4","1","2","1","3","3","2","3","3","2","1","3","2","4","2","2","4","4","4","1","2","3","4","1","1","4","2","1","3","1","3","2","3","2","1","4","3","3","3","1","1","3","3","4","3","3","3","1","2","4","2","3","2","3","3","1","3","4","2","3","2","4","4","3","2","3","2","2","3","4","4","1","3","4","2","4","1","3","4","4","3","1","3","3","2","3","2","4","1","1","3","4","2","4"
"170","United Arab Emirates","VFN","3","4","2","1","4","1","1","4","2","4","3","2","4","3","4","3","2","1","3","1","4","3","1","4","3","1","4","2","4","3","3","4","4","1","3","4","2","4","2","4","2","1","3","4","1","2","2","1","1","2","4","1","4","4","1","2","2","2","1","1","1","1","1","1","3","4","4","2","2","3","1","1","4","3","4","1","3","4","3","1","4","1","2","3","2","2","1","2","4","1","4","1","1","4","4","2","3","2","2","3","3","2","1","1","4","1","2","1","2","2","3","2","4","2","4","3","4","2","3","1","2","1","4","2","3","2","2","4","4","2","1","3","1","2","2","2","1","4","3","4","1","3","1","1","4","1","2","3","2","2","2","3","4","4","4","2","2","1","2","1","1","4","3","3","1","2","2","3","1","2","3","4","4","3","4","1","1","1","1","1","3","3","2","4","3","3","1","2","1","4","1","1","2","3","3","2","2","2","2","2","3","3","2","3","4","4","1","4"
"171","United Kingdom","VFR","2","3","2","4","1","1","3","2","1","2","3","4","4","2","1","1","1","3","4","3","2","2","3","2","2","2","3","4","2","1","1","2","2","4","2","3","3","1","4","4","3","4","4","2","1","4","2","4","1","3","3","2","1","1","4","2","3","2","1","3","1","1","1","2","4","4","4","2","1","2","4","3","2","2","1","1","1","1","3","3","4","4","1","1","3","3","4","2","1","1","2","1","4","3","2","2","2","3","2","3","3","4","3","2","4","4","1","3","1","2","4","1","1","3","2","2","4","1","1","3","1","3","3","4","3","3","4","2","1","2","1","1","4","3","4","2","3","1","1","2","2","1","4","4","2","1","2","1","2","3","4","4","3","2","1","1","1","2","4","2","4","1","1","4","3","3","2","1","1","1","2","2","1","3","3","2","1","4","1","4","4","3","4","3","4","2","3","3","2","2","3","3","4","3","2","2","1","3","1","2","4","1","2","1","1","3","4","4"
"172","United States Virgin Islands","THSN","1","3","3","3","4","4","4","3","2","4","1","4","2","2","2","4","4","3","1","3","4","3","2","2","4","1","1","2","3","1","2","4","3","3","2","3","3","3","2","1","4","3","3","3","4","4","3","2","4","4","1","3","3","2","1","1","3","1","3","4","1","4","2","3","3","1","3","1","3","1","3","1","1","3","1","1","1","1","2","2","1","4","2","1","2","2","2","1","3","2","2","2","1","4","4","2","2","3","4","4","4","3","1","2","3","4","1","1","2","4","3","4","2","1","1","4","4","2","2","4","3","1","4","1","3","4","4","1","4","1","4","3","2","3","2","3","1","2","1","1","3","3","3","4","1","2","1","1","2","3","4","4","4","1","1","4","4","4","2","4","2","3","1","1","3","3","3","4","4","1","4","1","2","2","2","2","2","4","2","3","1","4","3","3","4","4","4","3","2","4","1","4","4","3","3","1","2","1","4","3","2","3","1","1","2","1","3","4"
"173","United States of America","TFR","3","3","3","2","1","3","3","1","3","2","1","1","1","4","3","1","3","2","1","2","3","3","4","1","2","3","1","1","3","1","4","4","1","1","4","3","2","3","2","2","1","1","4","4","3","4","4","4","2","4","3","1","1","2","1","4","3","1","3","2","1","2","1","1","2","4","3","2","2","1","3","1","3","2","3","1","2","4","3","3","1","1","3","3","1","2","3","3","3","3","2","4","3","1","2","3","2","2","1","2","2","3","2","3","2","3","2","1","4","2","2","2","3","4","4","1","4","2","2","1","4","4","1","1","1","3","4","1","3","3","4","3","1","2","1","2","3","3","1","4","3","4","2","1","2","4","2","3","3","4","2","2","3","4","1","3","3","3","2","3","1","2","4","1","4","4","3","1","4","3","3","2","2","3","1","4","2","2","2","2","3","3","2","4","2","3","3","1","1","1","3","4","4","2","1","1","3","1","3","3","3","2","4","2","4","1","1","4"
